id,title,thumbnail,url
ju-rwZxiu9c,#03 Lógica com React – Laço de Repetição DO...WHILE,https://i.ytimg.com/vi/ju-rwZxiu9c/hqdefault.jpg?sqp=-oaymwEjCNACELwBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDmOyC-5SdNCMN5-OmqATOxT8pAcw,https://www.youtube.com/watch?v=ju-rwZxiu9c
a7WGLX4v9Kw,#02 Lógica com React – Laço de Repetição WHILE,https://i.ytimg.com/vi/a7WGLX4v9Kw/hqdefault.jpg?sqp=-oaymwEjCNACELwBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDv-OBjU3iVo8pXnR0d0HXs6uaA5Q,https://www.youtube.com/watch?v=a7WGLX4v9Kw
Vzdpr4xV5DQ,#01 Lógica com React – Laço de Repetição FOR,https://i.ytimg.com/vi/Vzdpr4xV5DQ/hqdefault.jpg?sqp=-oaymwEjCNACELwBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLC1xjCv34CpYFEr2Jix8YN__-xjCg,https://www.youtube.com/watch?v=Vzdpr4xV5DQ
msE2pFVtGz8,2 Mini Projetos com Node.js e JSON | Persistência de Dados na Prática com Express,https://i.ytimg.com/vi/msE2pFVtGz8/hqdefault.jpg?sqp=-oaymwEjCNACELwBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLCmz7Z3nB0b545pMsb4BHyPgP5VmA,https://www.youtube.com/watch?v=msE2pFVtGz8
4JU2Q9OZD6A,#05 Lógica com React – Simulador de Clima com Switch Case,https://i.ytimg.com/vi/4JU2Q9OZD6A/hqdefault.jpg?sqp=-oaymwEjCNACELwBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLB_QsFsS-qVBIAH0138UyU46Xf5AA,https://www.youtube.com/watch?v=4JU2Q9OZD6A
MwcqXv-ZRZw,#04 Lógica com React – Mini calculadora com Switch Case,https://i.ytimg.com/vi/MwcqXv-ZRZw/hqdefault.jpg?sqp=-oaymwEjCNACELwBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLD5pJX5RRhFJ6P85hBzvYtiE-I4eA,https://www.youtube.com/watch?v=MwcqXv-ZRZw
_0E1BJHm05c,#03 Lógica com React – Classificador de notas com Switch Case,https://i.ytimg.com/vi/_0E1BJHm05c/hqdefault.jpg?sqp=-oaymwEjCNACELwBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLA_YMu7avlkscN4H-Ye9IulPPaK9A,https://www.youtube.com/watch?v=_0E1BJHm05c
khl82HhlSHI,#02 Lógica com React –Renderizando Componentes com Switch Case,https://i.ytimg.com/vi/khl82HhlSHI/hqdefault.jpg?sqp=-oaymwEjCNACELwBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLCHJAmY2WSgEmv2q8q3f2NSx6QPVw,https://www.youtube.com/watch?v=khl82HhlSHI
AL4ffb7NBF4,2 Projetos COMPLETOS com Node.js — CRUD com MySQL + Consumo de APIs (Do Zero à Prática),https://i.ytimg.com/vi/AL4ffb7NBF4/hqdefault.jpg?sqp=-oaymwEjCNACELwBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBq_lGe-WB5VlAWfYT6rmIE_ZRwsw,https://www.youtube.com/watch?v=AL4ffb7NBF4
N1Log24kCMY,#01 Lógica com React – Básico de Estrutura Switch Case,https://i.ytimg.com/vi/N1Log24kCMY/hqdefault.jpg?sqp=-oaymwEjCNACELwBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLAcKX8njLyrtywzr1ivZtumgPxG7A,https://www.youtube.com/watch?v=N1Log24kCMY
z9YVlfXW9cE,#06 Condicional com ESTADO no React — Curso de React do Zero ao Avançado,https://i.ytimg.com/vi/z9YVlfXW9cE/hqdefault.jpg?sqp=-oaymwEjCNACELwBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDhMhknx1A9HFfG3DxJ8zfAf-0hoQ,https://www.youtube.com/watch?v=z9YVlfXW9cE
k3SUSxp47WQ,#05 Condicional com INPUT no React — Curso de React do Zero ao Avançado,https://i.ytimg.com/vi/k3SUSxp47WQ/hqdefault.jpg?sqp=-oaymwEjCNACELwBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBq9ODZIJZKA--rELKpPnZy7kI5KQ,https://www.youtube.com/watch?v=k3SUSxp47WQ
dDoyo8fJtko,#04 Condicional TERNÁRIA no React — Curso de React do Zero ao Avançado,https://i.ytimg.com/vi/dDoyo8fJtko/hqdefault.jpg?sqp=-oaymwEjCNACELwBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBoMZ9BVfE5i2HLOXj1m8c3A81XmQ,https://www.youtube.com/watch?v=dDoyo8fJtko
ltV8GYKDuY8,#03 Condicional ANINHADA no React — Curso de React do Zero ao Avançado,https://i.ytimg.com/vi/ltV8GYKDuY8/hqdefault.jpg?sqp=-oaymwEjCNACELwBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDkF7hYDjIcNn7ume4oJ_GVSr89Dw,https://www.youtube.com/watch?v=ltV8GYKDuY8
9DEwaMcxes4,#02 Condicional COMPOSTA no React — Curso de React do Zero ao Avançado,https://i.ytimg.com/vi/9DEwaMcxes4/hqdefault.jpg?sqp=-oaymwEjCNACELwBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDSeHYcSzF55VCoA9SQqApNue2AfA,https://www.youtube.com/watch?v=9DEwaMcxes4
qq3VyjZhup4,#01 Condicional SIMPLES no React — Curso de React do Zero ao Avançado,https://i.ytimg.com/vi/qq3VyjZhup4/hqdefault.jpg?sqp=-oaymwEjCNACELwBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLC9tOXj5RGK5REXVCxII3NiHKWsVQ,https://www.youtube.com/watch?v=qq3VyjZhup4
wwXTVfQehg0,#00 Build inicial com Vite — Curso de React do Zero ao Avançado,https://i.ytimg.com/vi/wwXTVfQehg0/hqdefault.jpg?sqp=-oaymwEjCNACELwBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBrHtNFlwBhZwdgZM_1IZ9zUX2Ggw,https://www.youtube.com/watch?v=wwXTVfQehg0
T9BUCAcIYjE,Trigger MySQL com Backend e Frontend | Mini Projeto Completo,https://i.ytimg.com/vi/T9BUCAcIYjE/hqdefault.jpg?sqp=-oaymwEjCNACELwBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBVMR5T7FCUQF6ZtbwdDip3guCLCA,https://www.youtube.com/watch?v=T9BUCAcIYjE
aHUJ2BNPGE4,MongoDB na Nuvem GRÁTIS! Como Criar um Cluster no MongoDB Atlas para Testes e Projetos,https://i.ytimg.com/vi/aHUJ2BNPGE4/hqdefault.jpg?sqp=-oaymwEjCNACELwBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLB3aQQjtKuSIktP0Imn5GK8HRCL2A,https://www.youtube.com/watch?v=aHUJ2BNPGE4
09FynH2tKcc,2 Lives de JavaScript em 1 Vídeo: Google Charts + Calculadora de Juros Compostos,https://i.ytimg.com/vi/09FynH2tKcc/hqdefault.jpg?sqp=-oaymwEjCNACELwBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLAGrQXZy_J3Czse2G6XLLtbYUkj1Q,https://www.youtube.com/watch?v=09FynH2tKcc
vp-nWVkJrrU,Introdução ao Gerenciamento de Projetos para Desenvolvimento de Sistemas | Projeto e Métodos Ágeis,https://i.ytimg.com/vi/vp-nWVkJrrU/hqdefault.jpg?sqp=-oaymwEjCNACELwBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLCLS3gNJ1Mjcsb1yA1Gcc3MGySPZw,https://www.youtube.com/watch?v=vp-nWVkJrrU
VbhsDrM83F0,"Mini Projeto Cafeteria: Backend e Frontend com Node.js, Express e JSON",https://i.ytimg.com/vi/VbhsDrM83F0/hqdefault.jpg?sqp=-oaymwEjCNACELwBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBWbJZvVJ8DleZmu14m0o8_vZJ7_Q,https://www.youtube.com/watch?v=VbhsDrM83F0
